INHIBITION_OF_VOLTAGE_GATED_CD_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS,NEURONAL_SYSTEM,POTASSIUM_CHANNELS,TRANSMISSION_ACROSS_CHEMICAL_AL_SYNAPSES,GPCR_DOWNSTREAM_SIGNALING,SLC_MEDIATED_TRANSMEMBRANE_TR_TRANSPORT,NEUROTRANSMITTER_RECEPTOR_BINBINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,RAS_ACTIVATION_UOPN_CA2_INFUXFUX_THROUGH_NMDA_RECEPTOR,SIGNALING_BY_GPCR
,,,,OR2B11,,,,OR10G8
,,,,OR2B2,,,,OR10G9
,,,,OR2B3,,,,OR10H1
,,,,OR2B6,,,,OR10H2
,,,,OR2C1,,,,OR10H3
,,,,OR2C3,,,,OR10H4
,,,,OR2D2,,,,OR10H5
,,,,OR2D3,,,,OR10J1
,,,,OR2F1,,,,OR10J3
,,,,OR2F2,,,,OR10J5
,,,,OR2G2,,,,OR10K1
,,,,OR2G3,,,,OR10K2
,,,,OR2G6,,,,OR10P1
,,,,OR2H1,,,,OR10Q1
,,,,OR2J3,,,,OR10R2
,,,,OR2K2,,,,OR10S1
,,,,OR2L13,,,,OR10T2
,,,,OR2L2,,,,OR10V1
,,,,OR2L3,,,,OR10W1
,,,,OR2L8,,,,OR10X1
,,,,OR2M2,,,,OR10Z1
,,,,OR2M3,,,,OR11A1
,,,,OR2M4,,,,OR11G2
,,,,OR2M5,,,,OR14A16
,,,,OR2M7,,,,OR14C36
,,,,OR2S2,,,,OR14J1
,,,,OR2T1,,,,OR14K1
,,,,OR2T10,,,,OR1A1
,,,,OR2T11,,,,OR1A2
,,,,OR2T12,,,,OR1B1
,,,,OR2T2,,,,OR1C1
,,,,OR2T27,,,,OR1D2
,,,,OR2T29,,,,OR1D4
,,,,OR2T3,,,,OR1D5
,,,,OR2T33,,,,OR1E1
,,,,OR2T34,,,,OR1E2
,,,,OR2T35,,,,OR1F1
,,,,OR2T4,,,,OR1G1
,,,,OR2T5,,,,OR1I1
,,,,OR2V2,,,,OR1J1
,,,,OR2W1,,,,OR1J2
,,,,OR2W3,,,,OR1J4
,,,,OR2Y1,,,,OR1K1
,,,,OR2Z1,,,,OR1L1
,,,,OR3A1,,,,OR1L3
,,,,OR3A2,,,,OR1L4
,,,,OR3A3,,,,OR1L6
,,,,OR3A4P,,,,OR1L8
,,,,OR4A15,,,,OR1M1
,,,,OR4A16,,,,OR1N1
,,,,OR4A47,,,,OR1N2
,,,,OR4A5,,,,OR1Q1
,,,,OR4B1,,,,OR1S1
,,,,OR4C11,,,,OR1S2
,,,,OR4C12,,,,OR2A1
,,,,OR4C13,,,,OR2A12
,,,,OR4C15,,,,OR2A14
,,,,OR4C16,,,,OR2A2
,,,,OR4C3,,,,OR2A25
,,,,OR4C6,,,,OR2A4
,,,,OR4D1,,,,OR2A42
,,,,OR4D11,,,,OR2A5
,,,,OR4D2,,,,OR2A7
,,,,OR4D5,,,,OR2AE1
,,,,OR4D6,,,,OR2AG1
,,,,OR4D9,,,,OR2AK2
,,,,OR4E2,,,,OR2B11
,,,,OR4F15,,,,OR2B2
,,,,OR4F16,,,,OR2B3
,,,,OR4F17,,,,OR2B6
,,,,OR4F29,,,,OR2C1
,,,,OR4F3,,,,OR2C3
,,,,OR4F4,,,,OR2D2
,,,,OR4F5,,,,OR2D3
,,,,OR4F6,,,,OR2F1
,,,,OR4K1,,,,OR2F2
,,,,OR4K13,,,,OR2G2
,,,,OR4K14,,,,OR2G3
,,,,OR4K15,,,,OR2G6
,,,,OR4K17,,,,OR2H1
,,,,OR4K2,,,,OR2J3
,,,,OR4K5,,,,OR2K2
,,,,OR4L1,,,,OR2L13
,,,,OR4M1,,,,OR2L2
,,,,OR4M2,,,,OR2L3
,,,,OR4N2,,,,OR2L8
,,,,OR4N3P,,,,OR2M2
,,,,OR4N4,,,,OR2M3
,,,,OR4N5,,,,OR2M4
,,,,OR4P4,,,,OR2M5
,,,,OR4Q3,,,,OR2M7
,,,,OR4S1,,,,OR2S2
,,,,OR4S2,,,,OR2T1
,,,,OR4X1,,,,OR2T10
,,,,OR4X2,,,,OR2T11
,,,,OR51A2,,,,OR2T12
,,,,OR51A4,,,,OR2T2
,,,,OR51A7,,,,OR2T27
,,,,OR51B2,,,,OR2T29
,,,,OR51B4,,,,OR2T3
,,,,OR51B5,,,,OR2T33
,,,,OR51B6,,,,OR2T34
,,,,OR51D1,,,,OR2T35
,,,,OR51E1,,,,OR2T4
,,,,OR51E2,,,,OR2T5
,,,,OR51F2,,,,OR2V2
,,,,OR51G1,,,,OR2W1
,,,,OR51G2,,,,OR2W3
,,,,OR51I1,,,,OR2Y1
,,,,OR51I2,,,,OR2Z1
,,,,OR51L1,,,,OR3A1
,,,,OR51M1,,,,OR3A2
,,,,OR51Q1,,,,OR3A3
,,,,OR51S1,,,,OR3A4P
,,,,OR51T1,,,,OR4A15
,,,,OR51V1,,,,OR4A16
,,,,OR52A1,,,,OR4A47
,,,,OR52A5,,,,OR4A5
,,,,OR52B4,,,,OR4B1
,,,,OR52B6,,,,OR4C11
,,,,OR52D1,,,,OR4C12
,,,,OR52E2,,,,OR4C13
,,,,OR52E4,,,,OR4C15
,,,,OR52E6,,,,OR4C16
,,,,OR52E8,,,,OR4C3
,,,,OR52H1,,,,OR4C6
,,,,OR52I1,,,,OR4D1
,,,,OR52I2,,,,OR4D11
,,,,OR52J3,,,,OR4D2
,,,,OR52K1,,,,OR4D5
,,,,OR52K2,,,,OR4D6
,,,,OR52L1,,,,OR4D9
,,,,OR52M1,,,,OR4E2
,,,,OR52N1,,,,OR4F15
,,,,OR52N2,,,,OR4F16
,,,,OR52N4,,,,OR4F17
,,,,OR52N5,,,,OR4F29
,,,,OR52R1,,,,OR4F3
,,,,OR52W1,,,,OR4F4
,,,,OR56A1,,,,OR4F5
,,,,OR56A3,,,,OR4F6
,,,,OR56A4,,,,OR4K1
,,,,OR56B1,,,,OR4K13
,,,,OR56B4,,,,OR4K14
,,,,OR5A1,,,,OR4K15
,,,,OR5A2,,,,OR4K17
,,,,OR5AC2,,,,OR4K2
,,,,OR5AK2,,,,OR4K5
,,,,OR5AN1,,,,OR4L1
,,,,OR5AP2,,,,OR4M1
,,,,OR5AR1,,,,OR4M2
,,,,OR5AS1,,,,OR4N2
,,,,OR5AU1,,,,OR4N3P
,,,,OR5B12,,,,OR4N4
,,,,OR5B17,,,,OR4N5
,,,,OR5B2,,,,OR4P4
,,,,OR5B3,,,,OR4Q3
,,,,OR5C1,,,,OR4S1
,,,,OR5D13,,,,OR4S2
,,,,OR5D14,,,,OR4X1
,,,,OR5D16,,,,OR4X2
,,,,OR5D18,,,,OR51A2
,,,,OR5F1,,,,OR51A4
,,,,OR5H2,,,,OR51A7
,,,,OR5H6,,,,OR51B2
,,,,OR5I1,,,,OR51B4
,,,,OR5J2,,,,OR51B5
,,,,OR5K1,,,,OR51B6
,,,,OR5K2,,,,OR51D1
,,,,OR5L1,,,,OR51E1
,,,,OR5L2,,,,OR51E2
,,,,OR5M3,,,,OR51F2
,,,,OR5M8,,,,OR51G1
,,,,OR5M9,,,,OR51G2
,,,,OR5P2,,,,OR51I1
,,,,OR5P3,,,,OR51I2
,,,,OR5R1,,,,OR51L1
,,,,OR5T1,,,,OR51M1
,,,,OR5T2,,,,OR51Q1
,,,,OR5T3,,,,OR51S1
,,,,OR5V1,,,,OR51T1
,,,,OR5W2,,,,OR51V1
,,,,OR6A2,,,,OR52A1
,,,,OR6B1,,,,OR52A5
,,,,OR6B2,,,,OR52B4
,,,,OR6B3,,,,OR52B6
,,,,OR6C1,,,,OR52D1
,,,,OR6C2,,,,OR52E2
,,,,OR6C3,,,,OR52E4
,,,,OR6C4,,,,OR52E6
,,,,OR6F1,,,,OR52E8
,,,,OR6K2,,,,OR52H1
,,,,OR6K3,,,,OR52I1
,,,,OR6K6,,,,OR52I2
,,,,OR6M1,,,,OR52J3
,,,,OR6N1,,,,OR52K1
,,,,OR6N2,,,,OR52K2
,,,,OR6Q1,,,,OR52L1
,,,,OR6S1,,,,OR52M1
,,,,OR6T1,,,,OR52N1
,,,,OR6V1,,,,OR52N2
,,,,OR6X1,,,,OR52N4
,,,,OR6Y1,,,,OR52N5
,,,,OR7A10,,,,OR52R1
,,,,OR7A17,,,,OR52W1
,,,,OR7A5,,,,OR56A1
,,,,OR7C1,,,,OR56A3
,,,,OR7C2,,,,OR56A4
,,,,OR7D2,,,,OR56B1
,,,,OR7D4,,,,OR56B4
,,,,OR7G1,,,,OR5A1
,,,,OR7G2,,,,OR5A2
,,,,OR7G3,,,,OR5AC2
,,,,OR8A1,,,,OR5AK2
,,,,OR8B12,,,,OR5AN1
,,,,OR8B3,,,,OR5AP2
,,,,OR8B4,,,,OR5AR1
,,,,OR8B8,,,,OR5AS1
,,,,OR8D1,,,,OR5AU1
,,,,OR8D2,,,,OR5B12
,,,,OR8D4,,,,OR5B17
,,,,OR8H1,,,,OR5B2
,,,,OR8H2,,,,OR5B3
,,,,OR8H3,,,,OR5C1
,,,,OR8I2,,,,OR5D13
,,,,OR8J1,,,,OR5D14
,,,,OR8J3,,,,OR5D16
,,,,OR8K1,,,,OR5D18
,,,,OR8K3,,,,OR5F1
,,,,OR8K5,,,,OR5H2
,,,,OR8S1,,,,OR5H6
,,,,OR8U1,,,,OR5I1
,,,,OR8U8,,,,OR5J2
,,,,OR8U9,,,,OR5K1
,,,,OR9A2,,,,OR5K2
,,,,OR9A4,,,,OR5L1
,,,,OR9G1,,,,OR5L2
,,,,OR9G4,,,,OR5M3
,,,,OR9G9,,,,OR5M8
,,,,OR9I1,,,,OR5M9
,,,,OR9K2,,,,OR5P2
,,,,OR9Q1,,,,OR5P3
,,,,OR9Q2,,,,OR5R1
,,,,OXER1,,,,OR5T1
,,,,OXT,,,,OR5T2
,,,,OXTR,,,,OR5T3
,,,,P2RY1,,,,OR5V1
,,,,P2RY10,,,,OR5W2
,,,,P2RY11,,,,OR6A2
,,,,P2RY12,,,,OR6B1
,,,,P2RY13,,,,OR6B2
,,,,P2RY14,,,,OR6B3
,,,,P2RY2,,,,OR6C1
,,,,P2RY4,,,,OR6C2
,,,,P2RY6,,,,OR6C3
,,,,PDE10A,,,,OR6C4
,,,,PDE11A,,,,OR6F1
,,,,PDE1A,,,,OR6K2
,,,,PDE1B,,,,OR6K3
,,,,PDE2A,,,,OR6K6
,,,,PDE3A,,,,OR6M1
,,,,PDE3B,,,,OR6N1
,,,,PDE4B,,,,OR6N2
,,,,PDE4C,,,,OR6Q1
,,,,PDE4D,,,,OR6S1
,,,,PDE7A,,,,OR6T1
,,,,PDE7B,,,,OR6V1
,,,,PDE8A,,,,OR6X1
,,,,PDE8B,,,,OR6Y1
,,,,PDPK1,,,,OR7A10
,,,,PDYN,,,,OR7A17
,,,,PENK,,,,OR7A5
,,,,PF4,,,,OR7C1
,,,,PIK3CA,,,,OR7C2
,,,,PIK3CG,,,,OR7D2
,,,,PIK3R1,,,,OR7D4
,,,,PIK3R2,,,,OR7G1
,,,,PIK3R3,,,,OR7G2
,,,,PIK3R5,,,,OR7G3
,,,,PIK3R6,,,,OR8A1
,,,,PLCB1,,,,OR8B12
,,,,PLCB2,,,,OR8B3
,,,,PLCB3,,,,OR8B4
,,,,PLCB4,,,,OR8B8
,,,,PLEKHG2,,,,OR8D1
,,,,PLXNB1,,,,OR8D2
,,,,PMCH,,,,OR8D4
,,,,PNOC,,,,OR8H1
,,,,POMC,,,,OR8H2
,,,,PPBP,,,,OR8H3
,,,,PPY,,,,OR8I2
,,,,PPYR1,,,,OR8J1
,,,,PREX1,,,,OR8J3
,,,,PRKCA,,,,OR8K1
,,,,PRKCB,,,,OR8K3
,,,,PRKCD,,,,OR8K5
,,,,PRKCE,,,,OR8S1
,,,,PRKCG,,,,OR8U1
,,,,PRKCH,,,,OR8U8
,,,,PRKCQ,,,,OR8U9
,,,,PROK1,,,,OR9A2
,,,,PROKR1,,,,OR9A4
,,,,PROKR2,,,,OR9G1
,,,,PTAFR,,,,OR9G4
,,,,PTGDR,,,,OR9G9
,,,,PTGER1,,,,OR9I1
,,,,PTGER2,,,,OR9K2
,,,,PTGER3,,,,OR9Q1
,,,,PTGER4,,,,OR9Q2
,,,,PTGFR,,,,OXER1
,,,,PTGIR,,,,OXT
,,,,PTH,,,,OXTR
,,,,PTH1R,,,,P2RY1
,,,,PTH2,,,,P2RY10
,,,,PTH2R,,,,P2RY11
,,,,PTHLH,,,,P2RY12
,,,,PYY,,,,P2RY13
,,,,QRFP,,,,P2RY14
,,,,QRFPR,,,,P2RY2
,,,,RAC1,,,,P2RY4
,,,,RAC2,,,,P2RY6
,,,,RAMP1,,,,PDE10A
,,,,RAMP2,,,,PDE11A
,,,,RAMP3,,,,PDE1A
,,,,RASGRF1,,,,PDE1B
,,,,RASGRF2,,,,PDE2A
,,,,RASGRP1,,,,PDE3A
,,,,RASGRP2,,,,PDE3B
,,,,RGR,,,,PDE4B
,,,,RGS1,,,,PDE4C
,,,,RGS11,,,,PDE4D
,,,,RGS12,,,,PDE7A
,,,,RGS17,,,,PDE7B
,,,,RGS18,,,,PDE8A
,,,,RGS19,,,,PDE8B
,,,,RGS2,,,,PDPK1
,,,,RGS20,,,,PDYN
,,,,RGS21,,,,PENK
,,,,RGS4,,,,PF4
,,,,RGS6,,,,PIK3CA
,,,,RGS7,,,,PIK3CG
,,,,RGS8,,,,PIK3R1
,,,,RGS9,,,,PIK3R2
,,,,RHO,,,,PIK3R3
,,,,RHOA,,,,PIK3R5
,,,,RHOB,,,,PIK3R6
,,,,RHOC,,,,PLA2G4A
,,,,RHOG,,,,PLCB1
,,,,RLN2,,,,PLCB2
,,,,RLN3,,,,PLCB3
,,,,ROCK1,,,,PLCB4
,,,,ROCK1P1,,,,PLEKHG2
,,,,ROCK2,,,,PLXNB1
,,,,RRH,,,,PMCH
,,,,RXFP1,,,,PNOC
,,,,RXFP2,,,,POMC
,,,,RXFP3,,,,PPBP
,,,,RXFP4,,,,PPP1CA
,,,,S1PR1,,,,PPP1R1B
,,,,S1PR2,,,,PPP2CA
,,,,S1PR3,,,,PPP2CB
,,,,S1PR4,,,,PPP2R1A
,,,,S1PR5,,,,PPP2R1B
,,,,SAA1,,,,PPP2R5D
,,,,SCT,,,,PPP3CA
,,,,SCTR,,,,PPP3CB
,,,,SOS1,,,,PPP3R1
,,,,SOS2,,,,PPY
,,,,SST,,,,PPYR1
,,,,SSTR1,,,,PREX1
,,,,SSTR2,,,,PRKACA
,,,,SSTR3,,,,PRKACB
,,,,SSTR4,,,,PRKACG
,,,,SSTR5,,,,PRKAR1A
,,,,TAAR1,,,,PRKAR1B
,,,,TAAR2,,,,PRKAR2A
,,,,TAAR5,,,,PRKAR2B
,,,,TAAR6,,,,PRKCA
,,,,TAAR8,,,,PRKCB
,,,,TAC1,,,,PRKCD
,,,,TAC3,,,,PRKCE
,,,,TACR1,,,,PRKCG
,,,,TACR2,,,,PRKCH
,,,,TACR3,,,,PRKCQ
,,,,TBXA2R,,,,PRLH
,,,,TIAM1,,,,PRLHR
,,,,TIAM2,,,,PROK1
,,,,TRH,,,,PROKR1
,,,,TRHR,,,,PROKR2
,,,,TRIO,,,,PTAFR
,,,,TRPC3,,,,PTCH1
,,,,TRPC6,,,,PTCH2
,,,,TRPC7,,,,PTGDR
,,,,TSHB,,,,PTGER1
,,,,TSHR,,,,PTGER2
,,,,UTS2,,,,PTGER3
,,,,UTS2D,,,,PTGER4
,,,,UTS2R,,,,PTGFR
,,,,VAV1,,,,PTGIR
,,,,VAV3,,,,PTH
,,,,VIP,,,,PTH1R
,,,,VIPR1,,,,PTH2
,,,,VIPR2,,,,PTH2R
,,,,XCL1,,,,PTHLH
,,,,XCL2,,,,PYY
,,,,XCR1,,,,QRFP
,,,,,,,,QRFPR
,,,,,,,,RAC1
,,,,,,,,RAC2
,,,,,,,,RAF1
,,,,,,,,RAMP1
,,,,,,,,RAMP2
,,,,,,,,RAMP3
,,,,,,,,RASGRF1
,,,,,,,,RASGRF2
,,,,,,,,RASGRP1
,,,,,,,,RASGRP2
,,,,,,,,RGR
,,,,,,,,RGS1
,,,,,,,,RGS11
,,,,,,,,RGS12
,,,,,,,,RGS17
,,,,,,,,RGS18
,,,,,,,,RGS19
,,,,,,,,RGS2
,,,,,,,,RGS20
,,,,,,,,RGS21
,,,,,,,,RGS4
,,,,,,,,RGS6
,,,,,,,,RGS7
,,,,,,,,RGS8
,,,,,,,,RGS9
,,,,,,,,RHO
,,,,,,,,RHOA
,,,,,,,,RHOB
,,,,,,,,RHOC
,,,,,,,,RHOG
,,,,,,,,RLN2
,,,,,,,,RLN3
,,,,,,,,ROCK1
,,,,,,,,ROCK1P1
,,,,,,,,ROCK2
,,,,,,,,RPS6KA1
,,,,,,,,RPS6KA2
,,,,,,,,RPS6KA3
,,,,,,,,RRH
,,,,,,,,RXFP1
,,,,,,,,RXFP2
,,,,,,,,RXFP3
,,,,,,,,RXFP4
,,,,,,,,S1PR1
,,,,,,,,S1PR2
,,,,,,,,S1PR3
,,,,,,,,S1PR4
,,,,,,,,S1PR5
,,,,,,,,SAA1
,,,,,,,,SCT
,,,,,,,,SCTR
,,,,,,,,SHH
,,,,,,,,SMO
,,,,,,,,SOS1
,,,,,,,,SOS2
,,,,,,,,SST
,,,,,,,,SSTR1
,,,,,,,,SSTR2
,,,,,,,,SSTR3
,,,,,,,,SSTR4
,,,,,,,,SSTR5
,,,,,,,,TAAR1
,,,,,,,,TAAR2
,,,,,,,,TAAR5
,,,,,,,,TAAR6
,,,,,,,,TAAR8
,,,,,,,,TAC1
,,,,,,,,TAC3
,,,,,,,,TACR1
,,,,,,,,TACR2
,,,,,,,,TACR3
,,,,,,,,TAS1R1
,,,,,,,,TAS1R2
,,,,,,,,TAS1R3
,,,,,,,,TBXA2R
,,,,,,,,TIAM1
,,,,,,,,TIAM2
,,,,,,,,TRH
,,,,,,,,TRHR
,,,,,,,,TRIO
,,,,,,,,TRPC3
,,,,,,,,TRPC6
,,,,,,,,TRPC7
,,,,,,,,TSHB
,,,,,,,,TSHR
,,,,,,,,UTS2
,,,,,,,,UTS2D
,,,,,,,,UTS2R
,,,,,,,,VAV1
,,,,,,,,VAV3
,,,,,,,,VIP
,,,,,,,,VIPR1
,,,,,,,,VIPR2
,,,,,,,,WNT1
,,,,,,,,WNT10A
,,,,,,,,WNT10B
,,,,,,,,WNT11
,,,,,,,,WNT16
,,,,,,,,WNT2
,,,,,,,,WNT2B
,,,,,,,,WNT3
,,,,,,,,WNT3A
,,,,,,,,WNT4
,,,,,,,,WNT5A
,,,,,,,,WNT6
,,,,,,,,WNT7A
,,,,,,,,WNT7B
,,,,,,,,WNT8B
,,,,,,,,WNT9A
,,,,,,,,WNT9B
,,,,,,,,XCL1
,,,,,,,,XCL2
,,,,,,,,XCR1
,,,,,,,,YWHAB
